image_id,file_name,mean_score,category,score_range,split
160865,160865.jpg,3.9644128113879002,Sky,low_score,train
146018,146018.jpg,3.412280701754386,Architecture,low_score,train
245348,245348.jpg,3.7870722433460076,Nature,low_score,train
184905,184905.jpg,3.807017543859649,Transportation,low_score,train
29429,29429.jpg,3.900398406374502,Architecture,low_score,train
14417,14417.jpg,3.5384615384615383,Landscape,low_score,train
38325,38325.jpg,3.547945205479452,Landscape,low_score,train
638337,638337.jpg,3.648936170212766,Architecture,low_score,train
36879,36879.jpg,3.9863013698630136,Nature,low_score,train
47782,47782.jpg,3.888888888888889,Landscape,low_score,train
10159,10159.jpg,3.7795698924731185,Travel,low_score,train
36412,36412.jpg,3.3541666666666665,Landscape,low_score,train
403161,403161.jpg,3.871345029239766,Architecture,low_score,train
210855,210855.jpg,3.9583333333333335,Architecture,low_score,train
379876,379876.jpg,3.7991967871485945,Landscape,low_score,train
117222,117222.jpg,3.3403361344537816,Landscape,low_score,train
31491,31491.jpg,3.752173913043478,Landscape,low_score,train
45034,45034.jpg,3.713004484304933,Architecture,low_score,train
43176,43176.jpg,3.7280701754385963,Nature,low_score,train
594,594.jpg,3.059880239520958,Sky,low_score,train
163418,163418.jpg,3.185053380782918,Travel,low_score,train
115945,115945.jpg,3.82312925170068,Nature,low_score,train
59054,59054.jpg,3.7027027027027026,Architecture,low_score,train
444880,444880.jpg,3.2311111111111113,Nature,low_score,train
28353,28353.jpg,3.232673267326733,Nature,low_score,train
119647,119647.jpg,2.919254658385093,Travel,low_score,train
689456,689456.jpg,3.8324022346368714,Landscape,low_score,train
309087,309087.jpg,3.5213270142180093,Landscape,low_score,train
397946,397946.jpg,3.982532751091703,Transportation,low_score,train
209272,209272.jpg,3.1924528301886794,Nature,low_score,train
200434,200434.jpg,3.888888888888889,Architecture,low_score,train
270649,270649.jpg,3.255813953488372,Nature,low_score,train
59495,59495.jpg,3.6911764705882355,Sky,low_score,train
38759,38759.jpg,3.9779735682819384,Travel,low_score,train
165934,165934.jpg,3.8609271523178808,Architecture,low_score,train
10573,10573.jpg,3.764705882352941,Sky,low_score,train
32065,32065.jpg,2.9,Landscape,low_score,train
400874,400874.jpg,3.848297213622291,Rural,low_score,train
45401,45401.jpg,3.517857142857143,Landscape,low_score,train
299501,299501.jpg,3.3761194029850747,Nature,low_score,train
683938,683938.jpg,3.747311827956989,Architecture,low_score,train
118003,118003.jpg,3.155440414507772,Landscape,low_score,train
101516,101516.jpg,3.872670807453416,Nature,low_score,train
236244,236244.jpg,3.6412556053811658,Nature,low_score,train
26012,26012.jpg,3.991228070175439,Rural,low_score,train
214193,214193.jpg,3.645390070921986,Landscape,low_score,train
101275,101275.jpg,3.8923076923076922,Landscape,low_score,train
199314,199314.jpg,3.6265560165975104,Nature,low_score,train
27069,27069.jpg,2.6738197424892705,Performance,low_score,train
300936,300936.jpg,3.691943127962085,Sky,low_score,train
635021,635021.jpg,3.8558951965065504,Architecture,low_score,train
23508,23508.jpg,3.4651162790697674,Rural,low_score,train
599842,599842.jpg,3.981132075471698,Nature,low_score,train
303983,303983.jpg,3.98576512455516,Performance,low_score,train
377442,377442.jpg,3.8789237668161434,Landscape,low_score,train
11285,11285.jpg,3.9842931937172774,Travel,low_score,train
278744,278744.jpg,3.717889908256881,Nature,low_score,train
237043,237043.jpg,3.152892561983471,Nature,low_score,train
244892,244892.jpg,3.40893470790378,Nature,low_score,train
227126,227126.jpg,3.7909407665505226,Landscape,low_score,train
198855,198855.jpg,3.9864864864864864,Nature,low_score,train
54977,54977.jpg,3.297071129707113,Architecture,low_score,train
25578,25578.jpg,3.9833333333333334,Rural,low_score,train
526288,526288.jpg,3.75,Rural,low_score,train
144905,144905.jpg,3.8825396825396825,Sky,low_score,train
548095,548095.jpg,3.895104895104895,Landscape,low_score,train
281445,281445.jpg,3.3676470588235294,Landscape,low_score,train
575927,575927.jpg,3.654255319148936,Sky,low_score,train
649013,649013.jpg,3.9705882352941178,Landscape,low_score,train
23337,23337.jpg,3.9140625,Performance,low_score,train
101680,101680.jpg,3.978787878787879,Rural,low_score,train
19580,19580.jpg,3.7202380952380953,Landscape,low_score,train
10287,10287.jpg,3.972972972972973,Travel,low_score,train
65258,65258.jpg,3.796875,Architecture,low_score,train
252311,252311.jpg,2.951492537313433,Architecture,low_score,train
183009,183009.jpg,3.836734693877551,Landscape,low_score,train
475245,475245.jpg,3.8435754189944134,Landscape,low_score,train
146162,146162.jpg,3.4696485623003195,Nature,low_score,train
381120,381120.jpg,3.858064516129032,Sky,low_score,train
288838,288838.jpg,3.971014492753623,Nature,low_score,train
61115,61115.jpg,3.907063197026022,Landscape,low_score,train
692830,692830.jpg,3.4739583333333335,Landscape,low_score,train
26102,26102.jpg,3.4212962962962963,Landscape,low_score,train
217790,217790.jpg,3.9761092150170647,Landscape,low_score,train
62989,62989.jpg,3.8541666666666665,Landscape,low_score,train
455015,455015.jpg,3.585714285714286,Nature,low_score,train
417083,417083.jpg,3.111111111111111,Landscape,low_score,train
522887,522887.jpg,3.855769230769231,Landscape,low_score,train
366032,366032.jpg,3.6619047619047618,Sky,low_score,train
637455,637455.jpg,3.772020725388601,Architecture,low_score,train
68003,68003.jpg,3.9887640449438204,Landscape,low_score,train
194213,194213.jpg,3.431654676258993,Nature,low_score,train
36725,36725.jpg,3.8783783783783785,Nature,low_score,train
62892,62892.jpg,3.701195219123506,Rural,low_score,train
439589,439589.jpg,3.850515463917526,Nature,low_score,train
26980,26980.jpg,2.665236051502146,Sky,low_score,train
307971,307971.jpg,3.665137614678899,Performance,low_score,train
18820,18820.jpg,3.875,Nature,low_score,train
362144,362144.jpg,3.717948717948718,Transportation,low_score,train
679509,679509.jpg,3.978021978021978,Sky,low_score,train
209528,209528.jpg,3.9711191335740073,Nature,low_score,train
101487,101487.jpg,3.9842767295597485,Travel,low_score,train
298085,298085.jpg,3.882978723404255,Landscape,low_score,train
30174,30174.jpg,3.8761061946902653,Architecture,low_score,train
189598,189598.jpg,3.8233333333333333,Nature,low_score,train
66771,66771.jpg,3.7989130434782608,Nature,low_score,train
388969,388969.jpg,3.904564315352697,Nature,low_score,train
301743,301743.jpg,3.8363636363636364,Performance,low_score,train
31240,31240.jpg,3.3733905579399144,Nature,low_score,train
44491,44491.jpg,3.6406926406926408,Nature,low_score,train
30345,30345.jpg,3.0125,Travel,low_score,train
403143,403143.jpg,3.8385416666666665,Nature,low_score,train
646348,646348.jpg,3.40990990990991,Nature,low_score,train
23710,23710.jpg,2.289719626168224,Architecture,low_score,train
387867,387867.jpg,3.816,Rural,low_score,train
105871,105871.jpg,3.471111111111111,Transportation,low_score,train
313049,313049.jpg,3.386046511627907,Performance,low_score,train
231233,231233.jpg,2.7888446215139444,Performance,low_score,train
377470,377470.jpg,3.8883495145631066,Performance,low_score,train
115186,115186.jpg,3.3349514563106797,Architecture,low_score,train
58455,58455.jpg,3.7125,Nature,low_score,train
50668,50668.jpg,3.888888888888889,Nature,low_score,train
440634,440634.jpg,3.8448275862068964,Landscape,low_score,train
257179,257179.jpg,3.895104895104895,Architecture,low_score,train
309545,309545.jpg,3.9952153110047846,Performance,low_score,train
319348,319348.jpg,3.7053941908713695,Transportation,low_score,train
624,624.jpg,3.7261904761904763,Architecture,low_score,train
390619,390619.jpg,3.8514851485148514,Rural,low_score,train
249541,249541.jpg,3.7586206896551726,Nature,low_score,train
64322,64322.jpg,3.141263940520446,Sky,low_score,train
255048,255048.jpg,3.9550898203592815,Landscape,low_score,train
171098,171098.jpg,3.704225352112676,Nature,low_score,train
168458,168458.jpg,4.0,Landscape,low_score,train
59423,59423.jpg,3.667924528301887,Nature,low_score,train
101868,101868.jpg,3.9363057324840764,Landscape,low_score,train
439702,439702.jpg,3.6492890995260665,Nature,low_score,train
188587,188587.jpg,3.6503759398496243,Nature,low_score,train
615074,615074.jpg,3.948186528497409,Nature,low_score,train
144358,144358.jpg,3.1174603174603175,Nature,low_score,train
284904,284904.jpg,3.962962962962963,Nature,low_score,train
558729,558729.jpg,3.460122699386503,Nature,low_score,train
253303,253303.jpg,3.820433436532508,Landscape,low_score,train
37974,37974.jpg,3.7348837209302324,Nature,low_score,train
428430,428430.jpg,3.3316582914572863,Landscape,low_score,train
68137,68137.jpg,3.5778688524590163,Architecture,low_score,train
18965,18965.jpg,3.278481012658228,Nature,low_score,train
473624,473624.jpg,3.678048780487805,Nature,low_score,train
23028,23028.jpg,3.5841121495327104,Nature,low_score,train
259139,259139.jpg,3.606194690265487,Nature,low_score,train
240413,240413.jpg,3.305732484076433,Performance,low_score,train
234267,234267.jpg,3.9237668161434978,Nature,low_score,train
420697,420697.jpg,3.3588516746411483,Sky,low_score,train
409591,409591.jpg,3.175373134328358,Nature,low_score,train
573894,573894.jpg,3.5054945054945055,Performance,low_score,train
103283,103283.jpg,3.8582995951417005,Landscape,low_score,train
369233,369233.jpg,3.791095890410959,Nature,low_score,train
255529,255529.jpg,3.0679611650485437,Nature,low_score,train
487300,487300.jpg,3.430379746835443,Landscape,low_score,train
263937,263937.jpg,3.0694444444444446,Landscape,low_score,train
44284,44284.jpg,3.600840336134454,Nature,low_score,train
116328,116328.jpg,3.6312292358803986,Nature,low_score,train
469227,469227.jpg,3.86046511627907,Landscape,low_score,train
228171,228171.jpg,3.9155405405405403,Architecture,low_score,train
65951,65951.jpg,3.6715328467153285,Architecture,low_score,train
29867,29867.jpg,3.7857142857142856,Architecture,low_score,train
223261,223261.jpg,3.9,Rural,low_score,train
144409,144409.jpg,3.9357429718875503,Sky,low_score,train
64130,64130.jpg,3.950354609929078,Nature,low_score,train
306896,306896.jpg,3.782978723404255,Transportation,low_score,train
176255,176255.jpg,3.896103896103896,Sky,low_score,train
309552,309552.jpg,3.8,Rural,low_score,train
257706,257706.jpg,3.869565217391304,Nature,low_score,train
301696,301696.jpg,3.165644171779141,Landscape,low_score,train
396848,396848.jpg,3.7518796992481205,Transportation,low_score,train
544717,544717.jpg,3.900990099009901,Nature,low_score,train
147023,147023.jpg,3.9228395061728394,Landscape,low_score,train
361944,361944.jpg,3.372448979591837,Nature,low_score,train
676796,676796.jpg,2.533333333333333,Nature,low_score,train
167200,167200.jpg,3.4232365145228214,Landscape,low_score,train
103710,103710.jpg,3.3463035019455254,Architecture,low_score,train
27214,27214.jpg,3.9130434782608696,Architecture,low_score,train
415102,415102.jpg,3.57085020242915,Travel,low_score,train
25050,25050.jpg,3.7624113475177303,Travel,low_score,train
141519,141519.jpg,3.4964788732394365,Landscape,low_score,train
246131,246131.jpg,3.9962264150943394,Landscape,low_score,train
192658,192658.jpg,3.8076923076923075,Transportation,low_score,train
27158,27158.jpg,3.836909871244635,Performance,low_score,train
14635,14635.jpg,3.8527918781725887,Nature,low_score,train
136256,136256.jpg,3.913946587537092,Landscape,low_score,train
45450,45450.jpg,3.607929515418502,Landscape,low_score,train
397947,397947.jpg,3.7473684210526317,Nature,low_score,train
252475,252475.jpg,3.279527559055118,Transportation,low_score,train
177398,177398.jpg,3.9482758620689653,Nature,low_score,train
663351,663351.jpg,4.0,Nature,low_score,train
482883,482883.jpg,3.9827586206896552,Landscape,low_score,train
30954,30954.jpg,3.7205240174672487,Landscape,low_score,train
198066,198066.jpg,3.7753623188405796,Sky,low_score,train
36042,36042.jpg,3.5991189427312777,Nature,low_score,train
428427,428427.jpg,3.574468085106383,Rural,low_score,train
512497,512497.jpg,3.624413145539906,Landscape,low_score,train
261070,261070.jpg,3.9368770764119603,Nature,low_score,train
673871,673871.jpg,3.914110429447853,Nature,low_score,train
405125,405125.jpg,3.9944444444444445,Landscape,low_score,train
189779,189779.jpg,3.6059602649006623,Landscape,low_score,train
604955,604955.jpg,3.933333333333333,Sky,low_score,train
187488,187488.jpg,3.0339622641509436,Nature,low_score,train
596201,596201.jpg,3.8157894736842106,Nature,low_score,train
368863,368863.jpg,3.5183946488294313,Landscape,low_score,train
50687,50687.jpg,3.6731707317073172,Travel,low_score,train
663054,663054.jpg,3.6565656565656566,Nature,low_score,train
65649,65649.jpg,2.3451957295373664,Nature,low_score,train
457598,457598.jpg,3.7860262008733625,Architecture,low_score,train
18149,18149.jpg,3.9344978165938866,Rural,low_score,train
446793,446793.jpg,2.9402985074626864,Landscape,low_score,train
409319,409319.jpg,2.950943396226415,Nature,low_score,train
186848,186848.jpg,3.9731543624161074,Architecture,low_score,train
246812,246812.jpg,3.7214285714285715,Nature,low_score,train
40855,40855.jpg,3.896551724137931,Landscape,low_score,train
291951,291951.jpg,3.5532544378698225,Transportation,low_score,train
454469,454469.jpg,3.991701244813278,Nature,low_score,train
257180,257180.jpg,3.2,Travel,low_score,train
656846,656846.jpg,3.737327188940092,Travel,low_score,train
288945,288945.jpg,3.5155807365439093,Landscape,low_score,train
62691,62691.jpg,3.076,Landscape,low_score,train
399190,399190.jpg,3.86,Nature,low_score,train
439963,439963.jpg,3.975,Sky,low_score,train
254620,254620.jpg,3.935185185185185,Landscape,low_score,train
30264,30264.jpg,3.7982832618025753,Sky,low_score,train
105884,105884.jpg,3.6466165413533833,Transportation,low_score,train
69023,69023.jpg,3.967032967032967,Rural,low_score,train
165237,165237.jpg,3.6345514950166113,Architecture,low_score,train
599308,599308.jpg,3.8742138364779874,Rural,low_score,train
237788,237788.jpg,3.9262295081967213,Nature,low_score,train
26114,26114.jpg,3.793859649122807,Nature,low_score,train
160807,160807.jpg,3.0884353741496597,Nature,low_score,train
186513,186513.jpg,3.9313725490196076,Architecture,low_score,train
167971,167971.jpg,3.9106382978723406,Landscape,low_score,train
583292,583292.jpg,3.934306569343066,Rural,low_score,train
216910,216910.jpg,3.867109634551495,Sky,low_score,train
104542,104542.jpg,3.80327868852459,Transportation,low_score,train
183701,183701.jpg,3.8225255972696246,Travel,low_score,train
247705,247705.jpg,3.076655052264808,Performance,low_score,train
288737,288737.jpg,3.1506276150627617,Landscape,low_score,train
266662,266662.jpg,3.5185185185185186,Performance,low_score,train
388327,388327.jpg,3.7868217054263567,Architecture,low_score,train
142982,142982.jpg,3.2738095238095237,Rural,low_score,train
209134,209134.jpg,3.80327868852459,Architecture,low_score,train
255197,255197.jpg,3.9212827988338192,Landscape,low_score,train
30914,30914.jpg,3.6130434782608694,Nature,low_score,train
503592,503592.jpg,3.8609271523178808,Nature,low_score,train
170001,170001.jpg,3.898016997167139,Nature,low_score,train
473579,473579.jpg,3.511111111111111,Landscape,low_score,train
460827,460827.jpg,3.5833333333333335,Sky,low_score,train
64825,64825.jpg,3.948529411764706,Sky,low_score,train
547336,547336.jpg,3.7828947368421053,Landscape,low_score,train
105607,105607.jpg,3.651851851851852,Nature,low_score,train
456446,456446.jpg,3.6899563318777293,Nature,low_score,train
635470,635470.jpg,3.965217391304348,Transportation,low_score,train
50945,50945.jpg,3.5673076923076925,Sky,low_score,train
384177,384177.jpg,3.3954545454545455,Performance,low_score,train
167884,167884.jpg,3.4188034188034186,Nature,low_score,train
676218,676218.jpg,3.6440677966101696,Landscape,low_score,train
18838,18838.jpg,3.618705035971223,Landscape,low_score,train
36678,36678.jpg,3.8979591836734695,Nature,low_score,train
413585,413585.jpg,3.9135802469135803,Nature,low_score,train
30452,30452.jpg,3.0585585585585586,Landscape,low_score,train
253888,253888.jpg,3.8,Landscape,low_score,train
533651,533651.jpg,3.8728813559322033,Landscape,low_score,train
44160,44160.jpg,3.4601769911504423,Sky,low_score,train
116832,116832.jpg,3.4475806451612905,Nature,low_score,train
391150,391150.jpg,3.5167464114832536,Nature,low_score,train
18857,18857.jpg,3.6612244897959183,Nature,low_score,train
479189,479189.jpg,3.8121827411167515,Rural,low_score,train
315561,315561.jpg,3.988888888888889,Nature,low_score,train
265010,265010.jpg,3.904109589041096,Travel,low_score,train
614495,614495.jpg,3.7950310559006213,Nature,low_score,train
23059,23059.jpg,3.251231527093596,Nature,low_score,train
14699,14699.jpg,3.739795918367347,Architecture,low_score,train
377240,377240.jpg,3.5185185185185186,Travel,low_score,train
219683,219683.jpg,2.4325699745547076,Landscape,low_score,train
178804,178804.jpg,3.5686274509803924,Architecture,low_score,train
687084,687084.jpg,3.1325301204819276,Architecture,low_score,train
203001,203001.jpg,3.8525073746312684,Performance,low_score,train
671431,671431.jpg,3.949685534591195,Nature,low_score,train
19578,19578.jpg,3.5135135135135136,Landscape,low_score,train
449502,449502.jpg,2.9432624113475176,Architecture,low_score,train
225178,225178.jpg,3.573943661971831,Architecture,low_score,train
61877,61877.jpg,3.717391304347826,Nature,low_score,train
21574,21574.jpg,4.0,Travel,low_score,train
492534,492534.jpg,3.7865853658536586,Sky,low_score,train
255402,255402.jpg,3.987915407854985,Landscape,low_score,train
279084,279084.jpg,3.9967105263157894,Architecture,low_score,train
64695,64695.jpg,3.5919117647058822,Performance,low_score,train
687815,687815.jpg,3.9012345679012346,Nature,low_score,train
254387,254387.jpg,3.8984615384615386,Landscape,low_score,train
65464,65464.jpg,3.3533834586466167,Nature,low_score,train
186956,186956.jpg,3.7542087542087543,Landscape,low_score,train
452952,452952.jpg,3.975609756097561,Transportation,low_score,train
282592,282592.jpg,3.9565217391304346,Landscape,low_score,train
692840,692840.jpg,3.993150684931507,Transportation,low_score,train
195071,195071.jpg,3.79295154185022,Landscape,low_score,train
580541,580541.jpg,3.8828125,Landscape,low_score,train
246679,246679.jpg,3.772727272727273,Nature,low_score,train
216762,216762.jpg,3.0142045454545454,Nature,low_score,train
183993,183993.jpg,3.0930232558139537,Landscape,low_score,train
165675,165675.jpg,3.8322147651006713,Landscape,low_score,train
227924,227924.jpg,3.868794326241135,Rural,low_score,train
263368,263368.jpg,3.137037037037037,Landscape,low_score,train
67745,67745.jpg,2.873015873015873,Nature,low_score,train
656013,656013.jpg,3.930735930735931,Transportation,low_score,train
161155,161155.jpg,3.393220338983051,Nature,low_score,train
452788,452788.jpg,3.1969230769230768,Sky,low_score,train
656791,656791.jpg,3.9914529914529915,Nature,low_score,train
206142,206142.jpg,3.9923954372623576,Nature,low_score,train
548144,548144.jpg,3.9842105263157896,Nature,low_score,train
160548,160548.jpg,3.5,Nature,low_score,train
120077,120077.jpg,3.8509316770186337,Nature,low_score,train
39883,39883.jpg,3.315068493150685,Nature,low_score,train
25532,25532.jpg,2.889908256880734,Nature,low_score,train
6377,6377.jpg,3.426056338028169,Travel,low_score,train
365056,365056.jpg,3.522167487684729,Sky,low_score,train
15870,15870.jpg,3.782828282828283,Landscape,low_score,train
561280,561280.jpg,3.279816513761468,Travel,low_score,train
691725,691725.jpg,4.0,Landscape,low_score,train
1644,1644.jpg,3.624338624338624,Travel,low_score,train
40924,40924.jpg,3.9661016949152543,Landscape,low_score,train
182149,182149.jpg,2.9865771812080535,Landscape,low_score,train
268694,268694.jpg,3.9914285714285715,Architecture,low_score,train
646379,646379.jpg,3.5381165919282513,Transportation,low_score,train
115804,115804.jpg,3.3503184713375798,Landscape,low_score,train
23245,23245.jpg,3.7289719626168223,Nature,low_score,train
199240,199240.jpg,3.932142857142857,Nature,low_score,train
655099,655099.jpg,3.9205607476635516,Nature,low_score,train
62562,62562.jpg,3.6554621848739495,Landscape,low_score,train
418297,418297.jpg,3.7980295566502464,Landscape,low_score,train
142129,142129.jpg,3.9257950530035335,Rural,low_score,train
376144,376144.jpg,3.8214285714285716,Transportation,low_score,train
270993,270993.jpg,3.862962962962963,Architecture,low_score,train
176179,176179.jpg,3.7891156462585034,Sky,low_score,train
462354,462354.jpg,3.6503067484662575,Performance,low_score,train
183328,183328.jpg,3.5671140939597317,Nature,low_score,train
394701,394701.jpg,3.6751592356687897,Nature,low_score,train
65767,65767.jpg,3.536312849162011,Sky,low_score,train
100838,100838.jpg,3.9087947882736156,Sky,low_score,train
686407,686407.jpg,3.7942857142857145,Nature,low_score,train
161285,161285.jpg,3.6690140845070425,Transportation,low_score,train
676788,676788.jpg,2.8355555555555556,Landscape,low_score,train
606123,606123.jpg,3.9626168224299065,Transportation,low_score,train
68736,68736.jpg,3.53781512605042,Architecture,low_score,train
10565,10565.jpg,3.8564593301435406,Sky,low_score,train
192880,192880.jpg,3.937728937728938,Landscape,low_score,train
64151,64151.jpg,3.7765567765567765,Nature,low_score,train
177447,177447.jpg,3.7844827586206895,Landscape,low_score,train
639504,639504.jpg,3.247311827956989,Architecture,low_score,train
204479,204479.jpg,3.9,Travel,low_score,train
54115,54115.jpg,2.98744769874477,Sky,low_score,train
103850,103850.jpg,3.9361702127659575,Nature,low_score,train
254680,254680.jpg,3.7335329341317367,Landscape,low_score,train
103576,103576.jpg,3.9849624060150375,Nature,low_score,train
106104,106104.jpg,3.7074074074074073,Nature,low_score,train
313077,313077.jpg,3.946078431372549,Nature,low_score,train
409454,409454.jpg,2.731060606060606,Nature,low_score,train
105734,105734.jpg,3.862453531598513,Landscape,low_score,train
42322,42322.jpg,3.4661016949152543,Nature,low_score,train
28940,28940.jpg,3.723809523809524,Sky,low_score,train
299330,299330.jpg,3.690265486725664,Nature,low_score,train
253358,253358.jpg,3.3394495412844036,Landscape,low_score,train
147996,147996.jpg,3.971264367816092,Nature,low_score,train
293094,293094.jpg,3.9327485380116958,Nature,low_score,train
188770,188770.jpg,3.9642857142857144,Rural,low_score,train
271987,271987.jpg,3.009685230024213,Nature,low_score,train
408353,408353.jpg,2.6703703703703705,Nature,low_score,train
319585,319585.jpg,3.966019417475728,Landscape,low_score,train
56428,56428.jpg,3.912863070539419,Nature,low_score,train
372413,372413.jpg,3.8744588744588744,Nature,low_score,train
45563,45563.jpg,2.0739130434782607,Nature,low_score,train
419029,419029.jpg,3.0390243902439025,Landscape,low_score,train
496628,496628.jpg,3.9029535864978904,Landscape,low_score,train
275090,275090.jpg,3.9003690036900367,Sky,low_score,train
255524,255524.jpg,3.6422287390029324,Landscape,low_score,train
679295,679295.jpg,3.3430232558139537,Landscape,low_score,train
262925,262925.jpg,3.6168582375478926,Landscape,low_score,train
163229,163229.jpg,3.3862815884476536,Nature,low_score,train
114781,114781.jpg,3.760204081632653,Landscape,low_score,train
43248,43248.jpg,3.8162393162393164,Landscape,low_score,train
236562,236562.jpg,2.7510373443983402,Architecture,low_score,train
178969,178969.jpg,3.8283828382838285,Nature,low_score,train
374438,374438.jpg,3.930131004366812,Transportation,low_score,train
318915,318915.jpg,3.6470588235294117,Nature,low_score,train
369664,369664.jpg,3.9288537549407114,Nature,low_score,train
674198,674198.jpg,3.9559748427672954,Sky,low_score,train
47522,47522.jpg,3.7149321266968327,Landscape,low_score,train
38345,38345.jpg,3.3649289099526065,Sky,low_score,train
677509,677509.jpg,3.8079096045197742,Nature,low_score,train
410910,410910.jpg,3.6638655462184873,Landscape,low_score,train
43096,43096.jpg,3.7972350230414746,Architecture,low_score,train
36262,36262.jpg,3.4524886877828056,Performance,low_score,train
23951,23951.jpg,3.7322175732217575,Nature,low_score,train
113485,113485.jpg,3.90990990990991,Nature,low_score,train
308632,308632.jpg,3.6666666666666665,Nature,low_score,train
31024,31024.jpg,3.776255707762557,Nature,low_score,train
136292,136292.jpg,3.659340659340659,Architecture,low_score,train
494183,494183.jpg,3.2690763052208833,Nature,low_score,train
397151,397151.jpg,3.0615384615384613,Nature,low_score,train
58902,58902.jpg,2.91796875,Sky,low_score,train
145383,145383.jpg,3.492836676217765,Architecture,low_score,train
239684,239684.jpg,3.9513274336283186,Transportation,low_score,train
297519,297519.jpg,3.8530465949820787,Nature,low_score,train
48371,48371.jpg,3.7533632286995515,Nature,low_score,train
21419,21419.jpg,3.9314285714285715,Nature,low_score,train
13779,13779.jpg,3.3217821782178216,Landscape,low_score,train
632476,632476.jpg,3.5714285714285716,Nature,low_score,train
188919,188919.jpg,3.99618320610687,Nature,low_score,train
303815,303815.jpg,3.8501742160278747,Performance,low_score,train
578443,578443.jpg,3.7357512953367875,Transportation,low_score,train
251791,251791.jpg,2.739130434782609,Sky,low_score,train
169325,169325.jpg,3.7851002865329515,Transportation,low_score,train
441499,441499.jpg,3.779816513761468,Architecture,low_score,train
36299,36299.jpg,3.9514563106796117,Nature,low_score,train
484977,484977.jpg,3.438775510204082,Nature,low_score,train
10220,10220.jpg,3.9278350515463916,Travel,low_score,train
13811,13811.jpg,3.758293838862559,Rural,low_score,train
655908,655908.jpg,3.65625,Nature,low_score,train
301471,301471.jpg,3.972136222910217,Architecture,low_score,train
438583,438583.jpg,3.996031746031746,Nature,low_score,train
235311,235311.jpg,3.9914529914529915,Transportation,low_score,train
365406,365406.jpg,3.855721393034826,Landscape,low_score,train
394766,394766.jpg,3.415204678362573,Sky,low_score,train
158623,158623.jpg,3.822641509433962,Nature,low_score,train
273957,273957.jpg,3.3631436314363143,Landscape,low_score,train
222140,222140.jpg,2.2750642673521853,Architecture,low_score,train
545007,545007.jpg,3.9915254237288136,Nature,low_score,train
23186,23186.jpg,3.5869565217391304,Nature,low_score,train
248984,248984.jpg,3.5673469387755103,Landscape,low_score,train
218610,218610.jpg,3.6338028169014085,Nature,low_score,train
27103,27103.jpg,3.7705627705627704,Travel,low_score,train
281529,281529.jpg,3.7573696145124718,Nature,low_score,train
265204,265204.jpg,3.661129568106312,Landscape,low_score,train
12117,12117.jpg,3.90625,Nature,low_score,train
19887,19887.jpg,3.918552036199095,Architecture,low_score,train
26052,26052.jpg,3.8940677966101696,Landscape,low_score,train
